,jobtitle,joburl,company,job_loc,job_search_term,Salary,job_desc,bracket,low_salary,high_salary,Position,senior,junior,Nomention,Freelance,Temporary,Contract,Permanent,Sal_Convert,Sal_Dur,Sal_Low,Sal_High,Sal_Avg
263,Investment Operations Analyst - Funds Management,https://au.indeed.com//rc/clk?jk=1ded51da864d70fc&fccid=2202170e724d2012&vjs=3,        Kaizen Recruitment,Adelaide+SA,Business+Analyst,"                $80,000 a year","Melbourne VIC 3000 a yearOur client is a leading Funds Management business and currently requires an Investment Operations Analyst.

Your role is to help with managing investment funds and mandates.

In this exciting and diverse role you will be responsible for:
Trade settlements and corporate actions across various Funds and Investment Mandates;
Reconciliation of data, holdings and bank details;
Managing instructions to custodians; and
Contribute towards improvement and development of investment processes and performance.
Working in a driven and dynamic team environment, you gain exposure to multiple facets of the business and funds operations. You will be a dependable team player, a self-starter with a natural passion for financial markets and managed funds. The ideal candidate will have previous investment operations experience from a funds management or custody background and will have the ability to work independently in a time critical and high-performing environment.

Technical Skills & Qualifications required include:
Finance/Business degree qualified and post-graduate qualifications highly regarded;
Minimum 2 years’ experience in investment operations (corporate actions, reconciliations, trade executions and settlements experience a must);
An understanding of Australian and global investment markets/instruments, regulations and governance requirements;
Proven stakeholder management and problem-solving abilities; and
Strong Excel/Word skills and very strong attention to detail.
This is an exciting opportunity at a market leading funds management business which is forecasting significant growth and provides the best training in the market.

If you are interested in learning more about this position, please contact Nupur Gill at Kaizen Recruitment on 03 9111 0128 or apply via the attached email link.",Low,1,0,Not Mentioned,0,0,0,0,0,0,0,80000.0,year,80000.0,80000.0,80000.0
264,Business Analyst,https://au.indeed.com//rc/clk?jk=608c0fedf5b1ea42&fccid=bc2f0862932e35da&vjs=3,        Robert Half Australia,Adelaide+SA,Business+Analyst,                $70 a day,"Perth WA a daySeeking a Business Analyst with experience in the mining/resource sector for a 3-6 month engagement.

The Company

Our client operates within the mining and resource sector. They are a dedicated and well known business, having been committed to the Australian market for years. They currently have a requirement for a Business Analyst to join them initially for a 3-6 month contract.

The Role

Conduct market analysis, product lines, finance and overall profitability of the business.

Monitor data quality, business data, reports, dashboards, newest technology and documenation.

Gather business requirements and intelligence that benefit the company and their future growth.

Evaluate, test and recommend new products, services, software, hardware and business processes.

Perform financial and operational modelling, manage stakeholders and create detailed business analysis solutions including identifying weaknesses and improvements.

Your Profile

A minimum of 2+ years of experience in Business Analysis within the mining and resource sector (non-negotiable)

Experience working with senior decision makers and stakeholders.

Sound skills with; communication and interpersonal skills, excel, database and dashboards, reports and studies, presentation and business analysis frameworks, methods and concepts.

A minimum tertiary degree in; Business Management, Administration or IT.

Apply Today

Please send your resume by clicking on the apply button. Contact Sym Quaggan in the Perth Office for more info on 6430 6801.

Learn more about our Perth recruitment services: http://www.roberthalf.com.au/recruitment-agency-perth",Low,1,0,Senior,1,0,0,0,0,1,0,17500.0,day,70.0,70.0,70.0
265,Financial Analyst (VPSG4),https://au.indeed.com//rc/clk?jk=7aed26d2714ce5a5&fccid=1818d10a60db56b4&vjs=3,        Victorian Government,Adelaide+SA,Business+Analyst,"                $84,019 - $95,329 a year","Melbourne City Centre VIC -  a yearJob posted:
11/02/2019
Applications close:
24/02/2019 (Midnight) 13 days remaining
Today
Job Description
Business Partnering Branch performs the relationship management role between the Corporate Finance Department (CFD) and the Departments, Commands and Regions of Victoria Police.This relationship management has two perspectives; to support and assist the Departments, Commands and Regions, and to provide support and advice to the Chief Finance Officer, Deputy Secretary, Corporate & Regulatory Services and Executive Command (both directly and through Business Partnering Branch functions).Business Partnering facilitates and provides business support activities, such as monthly financial management reporting, business policy compliance and analysing business results at Department, Command and Regional level.
Business Partnering also consolidates this information to provide portfolio level information, through liaison with the relevant areas, to the Deputy Commissioners and the Deputy Secretary of Corporate and Regulatory Services.

Business Partnering also assist with:

governance processes such as submissions (e.g. cost pressures, new initiatives);
the provision of transactional analysis;
the determination of allocated budgets within Departments, Regions and Commands (D/R/C); and
identification and monitoring of potential savings, including policy or service level/type changes.
Your duties will include:

Relationship management with the business areas.
Budget Monitoring & Reporting
Make available a suite of budget management reports to enable effective management by budget managers accessed directly from EIS (Oracle);
Undertake monthly variance analysis;
Identify budget variances requiring analysis / explanations; and
Review forecasting analysis undertaken by the business areas.
Financial Administration
Maintain oversight of all material actual journals that may impact budget reporting.
Strategic budget advice
Develop understanding of the business areas strategic priorities and key issues;
Provide a consultative service to business areas during the preparation of the business plan; and
Communicate relevant budget requirements and timelines.
Quality assurance and compliance activities
Provide advice on budget and funding issues and provide processes to solve each issue; and
Provide support on financial implications of key management decisions ahead of business areas drafting submissions.
As the successful applicant, you will have:

A tertiary qualification in a relevant field such as commerce, finance, accounting or economics is highly desired
Requirements and relevant information:

Two (2) full time, ongoing positions available.
Applicants must be an Australian Citizen, Permanent Resident or hold a valid work permit or visa.
Your application must include:

Resume, and;
Response to the Key Selection Criteria – found in the position description attached to the job advertisement
Applications close midnight, Sunday 24 February 2019 - No applications will be accepted via email.

For further information on this role please contact: Angelo Christo on (03) 9247 6847 or via email angelo.christo@police.vic.gov.au.

If you have a disability/medical condition and require a copy of this advertisement and attached documentation in an accessible format or would like to discuss an access requirements/reasonable adjustment for the recruitment process, please contact VPS Recruitment via email VPSRECRUITMENT@police.vic.gov.au.

About Us:

Victoria Police is a large organisation employing police, public servants and protective services officers. Victoria Police provides support to the community 24 hours a day, 365 days of the year.

At Victoria Police our goal is for our workforce to reflect the diverse community we serve. We continually seek to attract and retain a diverse workforce which includes people of all genders, ages, religions, disability, sexual orientation, family and caring responsibilities and cultures including people of Aboriginal and Torres Strait Islander heritage.

Find out what it is like working as a Victorian Public Servant for Victoria Police: http://www.policecareer.vic.gov.au",Low,1,0,Not Mentioned,0,0,0,0,0,0,1,89674.0,year,84019.0,95329.0,89674.0
266,Assistant Analyst,https://au.indeed.com//rc/clk?jk=a180b4f18e7dfcf0&fccid=a495cc9796c97ca6&vjs=3,        ASIC,Adelaide+SA,Business+Analyst,"                $52,339 a year","Brisbane QLDPermanent a year
Provide registration, administration and assessment support in our Misconduct & Breach Reporting team
Full-time ongoing opportunity based in Brisbane CBD
Competitive salary from  (depending on experience) with 15.4% superannuation

At ASIC there is a reason for everything we do, every law we regulate, every action we take, every interaction we have with industry and consumers. We're proud of the difference we make to Australia's economic reputation and wellbeing.
The team
Misconduct and Breach Reporting is a national team of lawyers and analysts responsible for the assessment and action on reports of alleged misconduct and breach notifications received by ASIC from members of the public and regulated businesses. The team assesses complaints and reports of misconduct relating to financial services, credit, corporate governance and insolvency as well as insider trading, continuous disclosure and market manipulation, for consideration of enforcement or other action which is critical to ASIC's work in maintaing consumer confidence and market integrity.

The role

As an Analyst, you will be required to:

assess applications for Assetless Administration Funding and Statutory reports, and support the work of Assessment & Intelligence more widely
accurately and efficiently register a range of new activities into ASIC's databases including reports of misconduct, breach reports and licensing applications
review, assess and manage general enquiries, applications for Assetless Administration Funding, statutory reports and other activities
provide administration support including preparation of virtual files, management of the team's mail
coordinating inquiries using databases and through liaison with internal and external stakeholders to assess matters

About you
To be successful in this role, you will require a high school/secondary education certificate or diploma, a tertiary qualification is not a prerequisite.
Ideally, you will have previous customer service experience, highlighting your advanced stakeholder engagement and communicative abilities.
We are looking for an individual with demonstrated ability to follow procedures and defined processes accurately and in a timely manner.

About ASIC
At ASIC there is a reason for everything we do, every law we regulate, every action we take, every interaction we have with industry and consumers. We're proud of the difference we make to Australia's economic reputation and wellbeing.
ASIC can offer you a variety of interesting and challenging work. We provide the support for our employees to develop professionally and succeed. ASIC offers a range of programs such as flexible work practices and development programs which include a focus on gender equity and women in leadership.
ASIC is committed to providing a diverse and inclusive workplace where the very best talent in Australia chooses to work. We encourage applicants from diverse backgrounds to apply, including Indigenous Australians and people with a disability.
To work with us, you must be an Australian citizen, and be prepared to complete an ASIC Organisational Suitability Assessment (OSA) in addition to obtaining a Government Security Clearance which is issued by the Australian Government Security Vetting Agency (AGSVA).
Please view the position description for more information or click ‘apply' to start your application.",Low,1,0,Not Mentioned,0,0,0,0,0,0,1,52339.0,year,52339.0,52339.0,52339.0
267,Business Analyst - Insurance Industry - Southside Brisbane,https://au.indeed.com//rc/clk?jk=71c11c59a7acc9f7&fccid=431d2ca6de573e38&vjs=3,        Hudson,Adelaide+SA,Business+Analyst,                $650 - $700 a day,"Brisbane QLDTemporary, Contract -  a dayImmediate start on an initial 3-month contract with strong potential to extend
Experience in the Insurance industry within Australia highly regarded
Assist in the uplift and replacement of significant ICT systems
Our client, a major commerical organisation providing insurance services, is urgently seeking a Business Analyst to join the team and drive the improvement and replacement of current ICT systems. The successful candidate must have demonstrated experience successfully performing in a Business Analyst capacity within commerical organisations. Candidates with Insurance industry experience within Australia will be preferred.

This is an initial 3-month contract with strong potential to extend, based in Southern Brisbane suburbs, paying up to /day including super.

Purpose of the Role:

The Business Analyst will be responsible for gathering requirements for, and driving the delivery of, two small projects involving the improvement and replacement of ICT systems. Given that both projects are in the start-up phase, there is a strong view to extend the contract past the initial 3-month period, dependant on performance.

Key Selection Criteria:

Demonstrable minimum 5 years' experience as a Business Analyst undertaking standard analytical activities including but not limited to;
requirements gathering,
business process modelling,
options analysis,
data analysis,
stakeholder management
Industry experience within Insurance and Financial Services locally within Australia
Demonstrable excellent written and verbal communication skills
Professional interpersonal and presentation skills, sparking confidence, trust and reliability
HOW TO APPLY:

Please submit your resume for consideration via the appropriate link below. A cover letter demonstrating your relevant experience in line with the Key Selection Criteria outlined above may also be reviewed upon submission.

Applications will close at 3pm Thursday 31st January. Applications received after the closing time will be retained, reviewed and considered for future opportunities.

For a further discussion, please contact Kylie Graham on 07 3258 8380 or Par Boonma on 07 3258 8347 quoting reference number: 4A/21783. Your interest will be treated in the strictest of confidence.",High,0,1,Not Mentioned,0,0,0,0,0,1,0,168750.0,day,650.0,700.0,675.0
268,Financial Investigator,https://au.indeed.com//rc/clk?jk=851d50b5f6d549e6&fccid=a495cc9796c97ca6&vjs=3,        ASIC,Sydney+NSW,Data+Engineer,"                $79,830 - $89,478 a year","Sydney NSWPermanent -  a year
 to  (depending on experience) plus up to 15.4% superannuation and a performance bonus
Forensic Accounting provides specialised accounting services to stakeholder teams
On going role based in Brisbane or Sydney

The team
Forensic Accounting Services provides specialised accounting services to stakeholder teams conducting investigations or compliance activities including financial reconstructions, accounting advice and analysis, preparation of financial information for litigation activity and accounting data interrogation.
The role


Undertake financial investigations
Analyse financial information to identify data trends or anomalies
Participate in investigation and litigation processes including preparing and reviewing witness statements and affidavits, providing evidence in court and managing evidence and data in accordance with evidence management practices.

About you


Tertiary qualifications in Accounting, Finance or Commerce and CPA/CA qualification or near completion.
Experience as a forensic accountant or financial analyst working with financial accounting information retrieval and analysis practices and procedures, gained in an accounting firm, a forensic accounting firm or government agency.

About ASIC
ASIC can offer you a variety of interesting and challenging work. We provide the support for our employees to develop professionally and succeed. ASIC offers a range of programs such as flexible work practices and development programs which include a focus on gender equity and women in leadership.
ASIC is committed to providing a diverse and inclusive workplace where the very best talent in Australia chooses to work. We encourage applicants from diverse backgrounds to apply, including Indigenous Australians and people with a disability.
To work with us, you must be an Australian citizen, and be prepared to complete an ASIC Organisational Suitability Assessment (OSA) in addition to obtaining a Government Security Clearance which is issued by the Australian Government Security Vetting Agency (AGSVA).
Please view the position description for more information or click ‘apply' to start your application.",Low,1,0,Not Mentioned,0,0,0,0,0,0,1,84654.0,year,79830.0,89478.0,84654.0
269,Reporting Business Analyst,https://au.indeed.com//rc/clk?jk=86004b0cab6e3175&fccid=196f28dfd7561bd1&vjs=3,        u&u Recruitment Partners,Sydney+NSW,Data+Engineer,                $750 - $850 a day,"Sydney NSWContract -  a dayWork across multiple business streams
Long term contract with competitive daily rate
Work for a globally recognised organisation as part of a wider BA practice
About the Company

Work for a leading General Insurance business based in Sydney CBD. This organisation is on an exciting growth journey and a multifaced transformation phase over the next five years.

Duties

Review all active reports across the business including treasury, internal and external reports;
Documentation of business processes for best practice;
Identify and collaborate with users around report changes and impacts; and
Identify requirements for new reports.
Skills & Experience

Previous experience working in a similar Reporting BA role;
Experience in working with BI tools;
High level of detail;
Working knowledge of SAP ERP reports;
Display excellent written and verbal communication skills to partner effectively with various stakeholders and personalities; and
Proven ability to priorities and work to strict deadlines within a large team.
How to Apply

For more information, please call Adrian Zanatta at u&u on 02 8245 7913, quoting reference number 14029. Alternatively, to submit an application, please click below.

Please submit your resume in Word format only.",High,0,1,Not Mentioned,0,0,0,0,0,1,0,200000.0,day,750.0,850.0,800.0
270,Signalling Engineer,https://au.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0CorT8wBiqYjg2SuLlTgJi7yBNO60sGFozqYsNp_kW8ZD3Cxf8AkDX9a3GmjYzhsChN-Ym3HgKen67YxefhwPhY1xSbAJ8TcdUEnHuvn6ufpWWhwZGTcWQQA0FphhvquhrTHBaeXLsI1ZM18CxXiVoODlohUZpjl2EW8y3OYa_nwt5kanCUtobyhZrvDx3-PzCs98P6Ooj2nqHRvLAXjFBDKtwWPFr18hVd8cczBMYG2WRJuN4aL1Zwjt5Vux0np50jgw_riA2008ItqAYbx6e7srbpucajvO0USnnfxsG9L2hxr4fz4i37kTctN7wdvW_MCePK30eG9ZjVN2Be3E5hgvJJdZ16vPeSveV91jjnCgCD-uQEE9zPkCQ0AiqpwqpHVK24JIvXkwMyeNRqCRUgpFU98EE_e3342z4UQ8kn5HXH8i9dFR6pf7Cq8MPF9s5lMB9gOFZcbZGo1wGW6RedUehhbYYvg-zuN4bp73_nRQ==&vjs=3&p=4&sk=&fvj=0,        CGC Recruitment,Sydney+NSW,Data+Engineer,"                $120,000 - $150,000 a year","Sydney NSW 2000 -  a yearPosition, Team and Project Highlights:
As a Signalling Engineer, you will be working in one of the foremost and most highly acclaimed Signalling teams in Australia,
As part of the NSW Rail Team you have the opportunity to work on projects including the Sydney Metro, Melbourne Metro Rail Systems Alliance and TfNSW’s ATP projects,
Utilise signalling simulators and various interlocks in the CBD office,
Award-winning company, with 30,000 passionate staff worldwide and options to move internationally,
Genuine flexible working arrangements.

Duties & Responsibilities:
Due to continued growth and a solid pipeline of work across 2019/2020 an enthusiastic Signal Design Engineer is required by the NSW Rail team. Duties include:

Concept & scheme development, including feasibility studies, business case preparation and concept design
Signal design and preparation of interlocking data, signalling plans, track insulation plans, control tables and circuit design for new and altered works
Ensuring that the signalling designs produced conform to quality procedures and Australian railway standards; and
Assisting in function testing signalling installations, including new technologies and techniques

Requirements:
5-7+ years’ relevant experience
Previous experience in signalling detailed circuit and/or data design for multiple suppliers;
Experience and/or understanding of the following:
o Operational Modelling
o Systems Engineering
o Type Approval Process
Current NSW Statement of Competencies/AEO or the ability to obtain them
Ability to effectively manage time to ensure program deadlines are met
A commitment to quality and accuracy; and
Effective communication skills and ability to liaise with other divisions within the business, clients, contractors, suppliers, regulatory authorities, users and trade staff for supply of signalling design systems

This is a great opportunity to work in a passionate, high-performing signalling team on some of Australia’s largest railway projects.

To discuss further, please contact George Hvid: George.Hvid@cgcrecruitment.com / 0427 933 873 – 0282 524 013",High,0,1,Not Mentioned,0,0,0,0,0,1,0,135000.0,year,120000.0,150000.0,135000.0
271,Field Service Commissioning Engineer,https://au.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0CozoW3T8ud8whb8kgCf6bX2JpnvZm9umXkuHry6tADVzDqw42Fk_6swyeMYdB8OfvvK-ZpZINErVn5SZSsXODaTRumF55vmqYGzHoDah098iS8L6EHH8Fxw7p2YhUJ9bMoD5lbtyDXv8Ukk6kcfgw3ecnFV4VVxAixJJyaWuZCb9XvOaJYegLmep4PGXQ9n_BR98YydgDyfX8Mxwfht4WlZHuBuPiwVEyNnRarQUoi5ZNJrH7HgEbLeHg5TcXUfwxZDZaV681i2RO-Mzn0gdQ93uzdrLQqaHX8IgBk5vK0BItjVvnO4dNdSlP8YIMhg1RVxdJUmo9GIGNQ6kaNs69Lsc5SR1GAnLS4OT82rjkR8FtGn8hu8rgjp-OOyH6M6-R3utsSPYtCQl1yUBTo9GxffoLE-F7IK2sTXmpXeCCkvfOSKnQda3D6yoEvdnJeM1A=&vjs=3&p=5&sk=&fvj=1,        Addelec Power Services,Sydney+NSW,Data+Engineer,                $45 - $60 an hour,"Smeaton Grange NSW -  an hourAddelec Power Services are a specialised company that provides a suite of services to public/private utilities (power & water), mining, data centres, universities, fabrication, public infrastructure and HV OEM suppliers.Our services include:Turnkey & Intermediate Project ManagementHV Installation & MaintenanceContestable WorksHV and LV Preventative MaintenanceCommissioning & TestingDue to organic growth, we are currently seeking an experienced HV Field Service Commissioning Engineer with prior experience working within the Power utilities, mining, resources and industrial sectors, with specific experience performing onsite technical inspections and testing and commissioning activities associated with HV Primary and Secondary systems.Responsibilities include:HV and LV testing and commissioningTroubleshootingFAT, SAT and SIT testingProtection relay testingPrimary and secondary injection testingLiaising with internal & external stakeholdersTraining of staff.Reading and interpreting test results with adherence to statutory / legislation and ensuring compliance with Regulatory StandardsComplete post commissioning reports in a timely manner with suitable recommendationsTo be considered for these role you will need:Either an Electrical Trade or Electrical Engineering diploma / degreeMinimum 3 years post trade experience in a commissioning, testing and completions environmentExtensive experience with high voltage testing and commissioningExperience using proprietary testing equipmentExperience performing testing on a wide range of equipment i.e. protection relays, CT's, VT's CB's, Transformers etc. including Siemens, SEL, Alstom, Schneider, ABB, GE etc.Ability to liaise and communicate with Team members and Clients effectively.Excellent interpersonal and relationship building skills.Excellent time management skills and ability to meet deadlines.Team player, and ability to work flexible hoursIf you meet the above, you can expect the following:Attractive salary commensurate with experienceFully maintained company vehicleLifestyle flexibility arrangementsTraining, career growth and camaraderieJob Type: Full-timeSalary: .00 to .00 /hourExperience:commissioning: 3 years (Preferred)Licence:electrical (Preferred)Language:English (Required)",Low,1,0,Not Mentioned,0,0,0,0,0,0,0,105000.0,hour,45.0,60.0,52.5
272,Junior Data Analyst,https://au.indeed.com//company/Remi-AI/jobs/Junior-Data-Analyst-1a40b4c4293fb018?fccid=042775b5bfc3bdfe&vjs=3,        Remi AI,Sydney+NSW,Data+Engineer,                $34 - $36 an hour,"Millers Point NSWCasual -  an hourHi,We are looking for someone to join our ragtag collection of Data Analysts, Software Engineers, Mathematicians and general A.I enthusiasts. Come work with some of the best in the burgeoning A.I landscape.The ideal applicant will have a maths background, coding experience (preferably in python), and first hand exposure to corporate data analytics.We work on a wide variety of projects, so we can guarantee exposure to some fascinating projects.About the company: Remi AI is Australia's oldest independent A.I Research Firm. We run out of a cosy little office in Millers Point but this position will require you to work offsite at client's offices (usually in the Sydney CBD). We also have an office just north of San Francisco.Look forward to meeting you!Job Type: CasualSalary: .00 to .00 /hourExperience:python: 1 year (Preferred)Data Analysis: 1 year (Preferred)Work Eligibility:The candidate can work permanently with no restriction on hours (Preferred)",Low,1,0,Not Mentioned,0,0,0,0,0,0,1,70000.0,hour,34.0,36.0,35.0
273,Data Scientist/ Engineer,https://au.indeed.com//rc/clk?jk=43597fa4327016ad&fccid=db092f8b7448d6e5&vjs=3,        Quantexa,Sydney+NSW,Data+Engineer,"                $71,000 - $94,000 a year"," -  a yearWe are looking for individuals with a proven track record in big data projects. A background in AML, KYC, screening, regulatory compliance or fraud is highly advantageous, especially for more senior roles.
In this role you will:
Work with clients to solve business problems in the area of fraud, compliance and financial crime:
Manage, transform and cleanse high volume data;
Write defensive, fault tolerant and efficient code for data processing;
Automate data processing to enable on-going alerts on high risk activity;
Present project results to clients.
Work very closely with data scientists to ensure efficient and effective delivery of solutions;
Use leading open source big-data tools, such as Spark, Hadoop, Scala and Elasticsearch. You should be comfortable with working with high profile clients, on their sites;
Work with our expert software development team to produce reusable applications:
Use emerging and open source technologies such as Spark, Hadoop, and Scala;
Collaborate on scalability issues involving access to massive amounts of data and information;
Take on ad-hoc tasks as required for the running of a small, yet rapidly expanding business.

For senior roles in addition you should be comfortable:
Working with clients to Elicit and document solution requirements;
Assuring high quality implementation of solutions;
Providing technical vision for, managing and developing teams to deliver Quantexa’s software to clients.
Requirements
Candidates must have the following:
Proven big data experience, either from an implementation or a data science prospective;
Excellent technical skills including expert knowledge of at least one big data technology such as Spark, Hadoop, or Elasticsearch;
Experience of building data processing pipelines for use in production “hands off” batch systems, including either (or preferably both) traditional ETL pipelines and/or analytics pipelines;
Strong coding experience in the likes of Scala, Java or Python;
Strong client facing, communication and presentation skills;
Strong academic qualifications, high quality degree (2:1 or above) or equivalent;
Enthusiasm to learn and develop emerging technologies and techniques;
Exhibit strong technical communication skills with demonstrable experience of working in rapidly changing client environments;
Demonstrate strong analytical and problem-solving skills and the ability to debug and solve technical challenges with sometimes unfamiliar technologies;
For senior roles: be comfortable with principles behind data science to build processing pipelines supporting analytical users (direct data science experience itself is not a pre-requisite but is desirable).

Ideal candidates will also:
have worked on a variety of complex data orientated projects for financial services clients;
have a good understanding of Computer Science and preferable come from a software engineering background or other scientific degree incorporating IT modules (e.g. Maths/Physics);
have exposure to Agile, especially SCRUM;
be open to short-medium term international travel;
Arrive with experience at working with a variety of modern development tooling (e.g. Git, Gradle, Jenkins, Nexus) as well as technologies supporting automation and DevOps (e.g. Ansible, Chef, Puppet, Docker and a little bit of good old Bash scripting);
Have an excellent appreciation of what makes a high quality, operationally stable system and how to streamline all areas of development, release and operations to achieve this.
Benefits
We’re looking for high performing individuals and offer competitive base salary commensurate with experience plus bonus, commission and generous benefits.",Low,1,0,Senior,1,0,0,0,0,0,0,82500.0,year,71000.0,94000.0,82500.0
274,Electrical Engineer,https://au.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0CCDusqSpRxACpMEVqEdQWpjaD_lVMSYa3yy3JU-trpSlRkqnAmNneW9mOkpLpiUPvOY4jt5GYBIxmMY86HF44bEu6072x91xPM4woJDrGUCwtXOy9zIfaqjDcYrKu5-YP4sk6KjXTRYUX6HqT8pcY8ZoOBF9j7d5tqxX1bLeBCIQ4qJ4_D7egxxn1_M3dSED56KgL-zVeHj0xUZTRP8wu5o5fQWL3sDejK5lx0jVgvb1vCGScwzybIY3vS2kE9dv_xI0bbWMNWqF-IqgK3XvAsrpTHAXgRONLmu3nqsimWkATYtY0X7U5Dcc3bgDiR-9LRRjpxTCHC0MHKv0CK2oE-x5LKOdTNK09VQR0Irw3pV_dpY4Q4gOj36I76x_75FPKmFUAHugH95rKQNuMCfie3NA2_k5IV3Hngu77sF3awnCnRB3vbowZP&vjs=3&p=7&sk=&fvj=1,        JHA Consulting Engineers,Sydney+NSW,Data+Engineer,"                $65,000 - $80,000 a year"," -  a yearElectrical EngineerJHA Consulting Engineers (NSW) Pty LtdAbout the role: Due to continued business growth, JHA is in need of an Intermediate Electrical Engineer to join our diverse and dynamic company. You will thrive working as part of an experienced, professional self-motivated team. We are looking for someone with good analysis, communication skills and an enthusiasm to learn.You will be reporting to the Group Leader and will be required to independently manage challenging projects from their inception to completion and to foster and maintain a strong relationship with Clients.Duties and Responsibilities: Carrying out assigned Electrical Engineering activities within the team from project start-up to project close-outEnsuring work is completed to a high standard, consistency of work quality and that all work is carried out in accordance with applicable codes and standards, procedures and the basis of design.Ensuring all interfaces (inter-discipline, client, implementation, vendor, etc) are identified and managed in the execution of all projectsManaging assigned work to meet project needs and proactively working with other team members to ensure that project goals are metEnsuring costs are effectively controlled on assigned work and ensuring work is completed within budgeted timeframesAttend client meetings/site inspectionsProviding detailed designs of electrical servicesSkills and Experience: Degree qualified engineer (must be recognised by Engineers Australia)Experience working as an Electrical Engineer within a building services environment.The ability to complete design and analysis of electrical, power, lighting, communications, security and data services for the construction industry; with comprehensive knowledge of local building codes and standardsA team player with excellent communication skills, especially client facingStrong technical skills including Dailux, AutoCAD, Microsoft and excelAbout the CompanyJHA is a multi-disciplinary consultancy with a cutting-edge approach and is committed to excellence in building services design and client service.Providing the best solutions for their client base from concept to completion, JHA prides itself on our passion for developing sustainable building services solutions. JHA boasts a wide portfolio of building projects including commercial, residential, healthcare, government and education projects.JHA is an equal employment opportunity employer.If you are ready to join a business with diverse and exciting prospects we would like to hear from you.Job Type: Full-timeSalary: .00 to .00 /yearExperience:Electrical Engineering: 1 year (Preferred)",Low,1,0,Not Mentioned,0,0,0,0,0,0,0,72500.0,year,65000.0,80000.0,72500.0
275,Account Executive - Sydney,https://au.indeed.com//rc/clk?jk=60e05d87623c371a&fccid=a7ca2db6e11c109d&vjs=3,        Counterpoint,Melbourne+VIC,Data+Engineer,"                $140,000 a year","Sydney NSW a yearOne of the most exciting AI technology businesses has recently arrived in the APAC region and they are looking to build out their sales team with an Account Executive to be based in Sydney.

The company is the market leader in AI technology and it helps defends businesses from cyber security hacks. It was founded by data scientists and mathematicians from some of the world's leading universities. They have majority market share across North America, Europe and are now looking to repeat their success here in the APAC region. Arguably one of the most exciting companies around with a value of more than  Billion.

The Account Executive needs the following things:
a Uni degree with a credit or higher (must have)
experience doing B2B sales, ideally for a technology business
track record of hitting sales targets
competitive nature, high energy and desire to want to be successful

If you are smart and hungry and can provide the above, then the company will provide you with some of the best training and development (the first of which is done in London and San Francisco) there is to offer and the ability to genuinely earn K in your first year. The Melbourne office has had all of their reps hit their first 2 quarter targets!

So if you've got a strong degree, a background in B2B Sales and have a desire to sell some of the most innovative technology on the market in an industry that is always in demand, then get in touch.",High,0,1,Not Mentioned,0,0,0,0,0,0,0,140000.0,year,140000.0,140000.0,140000.0
